NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,valid_smiles
0,0,0,0,0,0,0,0,0,0,0,0,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1596,CCCCCCCCCCCCCCCCC(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14005,NS(=O)(=O)O,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX11521,[PbH2+2],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9231,CC(CO)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9234,C=CC(C)CCC=C(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9235,C=CCCCCCCCCCCC,True
0,0,0,0,0,0,0,0,0,1,0,0,TOX28821,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25167,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25162,CCn1ccnc1CC1COc2ccccc2O1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25169,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX92,COc1ccccc1N,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX91,Nc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX97,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX94,Nc1ccccc1C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28798,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28792,C[C@H](N)C(=O)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28795,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28794,CCN[C@@H](C)Cc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28797,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1156,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX1151,Oc1ccccc1-c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24511,CCCOC(=O)CCCCC(=O)OCCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2171,CCCCCCCCCCN,True
0,0,0,0,0,0,0,1,1,0,0,0,TOX2179,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24748,O=C(c1ccccc1)C1(O)CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24746,CC(C)OC(=O)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25790,CN1Cc2c(N)cccc2C(c2ccccc2)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX17696,CN/C=N/c1ccc(C)cc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24740,CC(C)OC(=O)CCC(=O)OC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3372,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,True
0,0,0,0,1,1,0,0,0,0,0,0,TOX18857,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX23919,OC[C@H](O)[C@H](O)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3996,NC1CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX363,ON=C1CCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX369,CN(C)N=Nc1nc[nH]c1C(N)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21210,CC1=CCC(C(C)C)=CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24811,Cc1cc(Cl)ccc1/N=C/N(C)C,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX20676,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26457,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26451,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24365,CC(C)(C)NC(N)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24493,CCO[Si](CCCNC(N)=O)(OCC)OCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24490,COC(=O)c1sccc1S(N)(=O)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24491,NC(=O)CN1CCCC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1238,Oc1cccc(O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27582,CCCCCCOC(=O)CC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27585,CC/C=C\CCOC(=O)C(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27584,CCCCCC(=O)OCCc1ccccc1,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX27589,CCCCCc1cccc(=O)o1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1231,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28495,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,True
0,0,1,0,0,0,0,1,0,0,0,0,TOX21987,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1097,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,True
0,0,1,1,0,0,0,0,0,0,0,0,TOX1094,Nc1ccc(Oc2ccc(N)cc2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24359,O=C1CCCCCCCCCCCCCCO1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24356,OCCNCc1ccccc1,True
0,0,0,0,0,0,0,1,0,0,0,1,TOX28670,ClCCN(CCCl)CCCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24352,COC(=O)Cc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX29306,CC[N+]1(C)CCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX11460,CCCC[N+]1(C)CCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX29346,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2764,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3495,C[n+]1ccccc1/C=N/O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24227,CCCN[C@H]1CCc2nc(N)sc2C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2544,CC(=O)Nc1nnc(S(N)(=O)=O)s1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2543,CC(=O)Nc1ccccc1,True
0,0,1,0,1,0,0,0,0,0,0,0,TOX620,COP(=S)(OC)Oc1ccc(SC)c(C)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX622,[Fe+3],True
0,0,0,0,0,0,0,1,0,0,0,0,TOX625,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX627,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3054,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX628,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6513,O=C1NC(=O)C2CC=CCC12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6516,O=C1OC(=O)C2CC=CCC12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6514,O=C1NC(=O)c2ccccc21,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6515,O=C1OC(=O)C2CCCCC12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14664,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14665,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX199,CCBr,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX190,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX194,OB(O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3143,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,True
1,0,0,0,0,0,0,0,0,0,0,0,TOX22424,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3632,O=C(O)[C@H](O)[C@@H](O)C(=O)O,True
0,0,0,0,1,0,0,1,0,0,1,0,TOX23761,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7640,O=C(O)CC(O)C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14930,CCOP(=O)(SC(C)CC)N1CCSC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14936,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24768,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,True
0,1,0,1,0,1,0,1,1,0,1,1,TOX10636,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24769,CC(C=O)Cc1ccc(C(C)C)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21403,COc1ccc(OC)c(Cl)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21400,CCCCC(CC)(CO)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21405,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27461,Nc1cccnc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27466,CC(C)OCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5469,CC(C)CCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5461,C=C(C)C(=O)OCC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2948,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5724,CC(=O)c1ccc([N+](=O)[O-])cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5725,Nc1cccc([N+](=O)[O-])c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1547,CC(=O)CCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5661,C=C(C)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX12891,O=C(Cl)c1c(Cl)cccc1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX22170,C1CN(CCOCCN2CCOCC2)CCO1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX6285,COc1ccc(C=O)cc1OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20110,CCOC(=O)CC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20114,C=CC(=O)NC(C)(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5096,COC(=O)CCCCC(=O)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5094,COCCOC(=O)c1ccccc1C(=O)OCCOC,True
0,0,0,1,0,0,0,0,0,0,0,0,TOX28805,COc1cc(CCN)cc(OC)c1OC,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX1395,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1396,CN1C(=O)OC(C)(C)C1=O,True
0,0,1,0,0,0,0,0,0,0,1,0,TOX1391,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX1390,ClCC(Cl)CCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1393,OCCOCCOCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1392,OCCN(CCO)CCO,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX5486,CC(C)NCC(O)c1ccc(O)c(O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1398,Cc1cc(C)c(N)cc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14490,N#CN,True
0,0,1,0,0,0,0,0,0,0,1,0,TOX1170,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4413,CC(=O)Nc1ccccc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4412,CC(=O)Nc1cccc(C)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX13564,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1,True
0,0,0,0,1,0,0,1,0,0,0,0,TOX13566,Cl[In](Cl)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24725,CCCCOC(=O)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24727,CN(C1CCCCC1)C1CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24720,Cc1ccnc(N)c1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX24721,CN(C)C(C)(C)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3826,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX22406,COS(=O)(=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28119,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX18831,COCCOC(=O)CC#N,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1767,COC(C)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21232,CC(C)c1cc(C(C)C)cc(C(C)C)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21238,NCC1CCCC(CN)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX12878,CC(O)CC(C)O,True
0,0,1,0,1,0,0,0,0,0,1,0,TOX6706,c1ccc(OCCOc2ccccc2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX11956,CCCNC(C)C(=O)Nc1ccccc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4254,c1ccc2c(c1)ccc1ccccc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24934,CN1C(=O)N(C)C(O)C1O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24932,CC(C)c1ccc(S(=O)(=O)O)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4621,COCCOCCOC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21273,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28720,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20614,CC(=O)C(=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27197,CC(=O)OC1C2(C)CCC(C2)C1(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28472,O=S(=O)([O-])[O-].[Li+].[Li+],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28474,CCCCCBr,True
0,0,1,0,1,1,0,1,0,0,1,0,TOX29302,CCCC[n+]1ccc(C)cc1,True
0,0,1,0,0,0,0,0,0,0,0,1,TOX24112,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27709,CC1CCC(=O)C1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28726,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,True
0,0,0,1,0,0,0,0,0,0,0,0,TOX27703,O=C1CCCCCCCCCCOCCCCO1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27702,CSSc1ccoc1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27701,Cc1occc(=O)c1OC(=O)C(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27706,CCC(=O)OCc1ccc(OC)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27704,CCCC1CCOC(C)S1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28619,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX2707,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1615,CS(=O)(=O)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1617,Cc1cccc(C(=O)O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1610,O=C(O)c1cccc(O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1618,Cc1ccc(C(=O)O)cc1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX6496,CC(=O)OC(C)(C)C1CC=C(C)CC1,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX6494,Cl[Si](Cl)(c1ccccc1)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5286,COCCOC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5285,CCOCCOCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX13179,O=C(O)CCC(=O)C(=O)O,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX977,C[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,1,0,TOX970,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX605,CCCCC(CC)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX604,C1CC2OC2CC1C1CO1,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX12552,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,True
0,0,0,1,1,0,0,0,0,0,1,0,TOX12553,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX12556,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25461,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX25462,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25469,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9059,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1948,CNC(=O)Oc1ccccc1OC(C)C,True
0,0,0,1,0,0,0,0,0,0,0,0,TOX1946,CCCCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1947,CCCCCCCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1940,CCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1941,CCOCCOCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1943,CCCCCCCCCC(C)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7729,CC12CCCC=C1C(=O)OC2=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3618,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3616,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3615,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3612,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3613,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3611,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,True
1,1,0,0,1,0,0,0,0,0,0,0,TOX4397,CC(=O)CC(=O)Nc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4394,CC(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4395,CC(=O)OC(C)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4392,CC(=O)Nc1ccc(C(=O)O)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4399,CC(=O)C(C)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7625,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21396,CCC(C)S,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26287,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26281,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26282,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26288,CN1CCN(C(=O)C2CCCCC2)CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5449,O=[N+]([O-])c1cccc(I)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6935,CCCCCCCCCCCCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9149,CCCCCCCCCCCCCCCC(=O)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9145,COC(=O)CC(=O)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9146,CN1CCOCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9143,CCCC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5709,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26861,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26864,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX20130,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28867,c1cnc2cc3c(cc2n1)C1CNCC3C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1378,O=C(O)C(Cl)(Cl)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1377,FC(F)(Cl)C(F)(Cl)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1375,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1374,BrC(Br)Br,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1117,Cc1cc(=O)n(-c2ccccc2)n1C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1116,CCOc1ccc(NC(C)=O)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2138,CC/C=C/CCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2130,O=Cc1ccc(Cl)cc1Cl,True
0,0,0,0,0,0,0,0,0,1,0,0,TOX2131,c1ccc(SSc2ccccc2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2137,CC/C=C\CCO,True
