assay,feature,importance
NR-AhR,NumHAcceptors,0.004079712173515424
NR-AhR,NumHDonors,0.0033590548564065553
NR-AhR,NumHeteroatoms,0.00471394173546895
NR-AhR,NumHeterocycles,0.001587410917786075
NR-AhR,NumRotatableBonds,0.004106735027867916
NR-AhR,NumSaturatedCarbocycles,0.00036039246875869854
NR-AhR,NumSaturatedHeterocycles,0.0009147554000165427
NR-AhR,NumSaturatedRings,0.0006975561305221561
NR-AhR,NumSpiroAtoms,0.0
NR-AhR,NumUnspecifiedAtomStereoCenters,0.0013165539509271199
NR-AhR,Phi,0.00896882646285898
NR-AhR,RingCount,0.002901350098620247
NR-AhR,MolLogP,0.00877799521745278
NR-AhR,MolMR,0.006409426963538506
NR-AhR,fr_Al_COO,0.001074301343875602
NR-AhR,fr_Al_OH,0.0006792439880580832
NR-AhR,fr_Al_OH_noTert,0.000983110777509899
NR-AhR,fr_ArN,0.010190114508244044
NR-AhR,fr_Ar_COO,0.0005186482221768281
NR-AhR,fr_Ar_N,0.004160190683953952
NR-AhR,fr_Ar_NH,0.0037946313608913243
NR-AhR,fr_Ar_OH,0.007022032515059061
NR-AhR,fr_COO,0.0008096469443013571
NR-AhR,fr_COO2,0.0003846707402814804
NR-AhR,fr_C_O,0.0012978251654891
NR-AhR,fr_C_O_noCOO,0.0010356348326489024
NR-AhR,fr_C_S,6.24029385495951e-05
NR-AhR,fr_HOCCN,0.0
NR-AhR,fr_Imine,0.0006398796372041717
NR-AhR,fr_NH0,0.002743695951281281
NR-AhR,fr_NH1,0.0023735235395183547
NR-AhR,fr_NH2,0.004700786043965317
NR-AhR,fr_N_O,0.0
NR-AhR,fr_Ndealkylation1,0.0003300510534557899
NR-AhR,fr_Ndealkylation2,0.00016569822568780862
NR-AhR,fr_Nhpyrrole,0.0034834850981004563
NR-AhR,fr_SH,0.0004458533181952131
NR-AhR,fr_aldehyde,0.0
NR-AhR,fr_alkyl_carbamate,0.0
NR-AhR,fr_alkyl_halide,0.0010865646560112002
NR-AhR,fr_allylic_oxid,0.0006096767509224941
NR-AhR,fr_amide,0.0020122570386955875
NR-AhR,fr_amidine,0.00042274420908894355
NR-AhR,fr_aniline,0.007562889485412815
NR-AhR,fr_aryl_methyl,0.001949264187099971
NR-AhR,fr_azide,0.0
NR-AhR,fr_azo,0.0
NR-AhR,fr_barbitur,0.0
NR-AhR,fr_benzene,0.005296846413768496
NR-AhR,fr_benzodiazepine,0.0
NR-AhR,fr_bicyclic,0.003462403882455209
NR-AhR,fr_diazo,0.0
NR-AhR,fr_dihydropyridine,0.0016986582776863913
NR-AhR,fr_epoxide,1.8729886699038368e-05
NR-AhR,fr_ester,0.0005116298788979596
NR-AhR,fr_ether,0.0016720879290771829
NR-AhR,fr_furan,0.0011921140849719804
NR-AhR,fr_guanido,0.0002894549557343475
NR-AhR,fr_halogen,0.001860678192917889
NR-AhR,fr_hdrzine,0.0008311349030633876
NR-AhR,fr_hdrzone,0.001780705422614407
NR-AhR,fr_imidazole,0.0006713505815985857
NR-AhR,fr_imide,0.0010925790522876842
NR-AhR,fr_isocyan,0.000320638557698477
NR-AhR,fr_isothiocyan,0.0
NR-AhR,fr_ketone,0.0012270334674592909
NR-AhR,fr_ketone_Topliss,0.0008864534659031288
NR-AhR,fr_lactam,0.0
NR-AhR,fr_lactone,0.00018196239042760374
NR-AhR,fr_methoxy,0.002474684797374643
NR-AhR,fr_morpholine,0.00042609178600319837
NR-AhR,fr_nitrile,0.0008434778452020105
NR-AhR,fr_nitro,0.0019936816896341408
NR-AhR,fr_nitro_arom,0.0025923989470508775
NR-AhR,fr_nitro_arom_nonortho,0.002751389535194526
NR-AhR,fr_nitroso,0.0008740989880096372
NR-AhR,fr_oxazole,0.0
NR-AhR,fr_oxime,0.0
NR-AhR,fr_para_hydroxylation,0.003801880724128753
NR-AhR,fr_phenol,0.006451019132264981
NR-AhR,fr_phenol_noOrthoHbond,0.006986459634376033
NR-AhR,fr_phos_acid,0.0007321759155919723
NR-AhR,fr_phos_ester,0.0008442645263158287
NR-AhR,fr_piperdine,0.00020503123780724923
NR-AhR,fr_piperzine,0.0
NR-AhR,fr_priamide,0.00023844531234437565
NR-AhR,fr_prisulfonamd,0.0
NR-AhR,fr_pyridine,0.001831644412031651
NR-AhR,fr_quatN,0.0003365049959386341
NR-AhR,fr_sulfide,0.00011229819716343819
NR-AhR,fr_sulfonamd,0.00028322887882460923
NR-AhR,fr_sulfone,0.0
NR-AhR,fr_term_acetylene,0.0
NR-AhR,fr_tetrazole,1.460144411191868e-05
NR-AhR,fr_thiazole,0.0016272131723422572
NR-AhR,fr_thiocyan,0.0
NR-AhR,fr_thiophene,2.6539942667679756e-05
NR-AhR,fr_unbrch_alkane,0.0005525483276266768
NR-AhR,fr_urea,0.0015474213916687755
NR-Aromatase,MaxAbsEStateIndex,0.009610261414168183
NR-Aromatase,MaxEStateIndex,0.010270002618060391
NR-Aromatase,MinAbsEStateIndex,0.010767776853896939
NR-Aromatase,MinEStateIndex,0.009327360921495961
NR-Aromatase,qed,0.012275331628813998
NR-Aromatase,SPS,0.012713406007220217
NR-Aromatase,MolWt,0.007889710809313583
NR-Aromatase,HeavyAtomMolWt,0.0077418512417443
NR-Aromatase,ExactMolWt,0.007381244297758373
NR-Aromatase,NumValenceElectrons,0.00662686303171301
NR-Aromatase,NumRadicalElectrons,0.0
NR-Aromatase,MaxPartialCharge,0.00796596768038226
NR-Aromatase,MinPartialCharge,0.012092774935214925
NR-Aromatase,MaxAbsPartialCharge,0.011101354115165628
NR-Aromatase,MinAbsPartialCharge,0.00835185047707221
NR-Aromatase,FpDensityMorgan1,0.00855922631715652
NR-Aromatase,FpDensityMorgan2,0.008368120992709067
NR-Aromatase,FpDensityMorgan3,0.011482882982877788
NR-Aromatase,BCUT2D_MWHI,0.00813927304897378
NR-Aromatase,BCUT2D_MWLOW,0.015587047137152187
NR-Aromatase,BCUT2D_CHGHI,0.010080456880985965
NR-Aromatase,BCUT2D_CHGLO,0.008693487924631664
NR-Aromatase,BCUT2D_LOGPHI,0.013409411026277953
NR-Aromatase,BCUT2D_LOGPLOW,0.009883308318407029
NR-Aromatase,BCUT2D_MRHI,0.011453392373135697
NR-Aromatase,BCUT2D_MRLOW,0.008261068865238507
NR-Aromatase,AvgIpc,0.011918932966718022
NR-Aromatase,BalabanJ,0.007357125822767672
NR-Aromatase,BertzCT,0.009380979074333634
NR-Aromatase,Chi0,0.007376085992949311
NR-Aromatase,Chi0n,0.008520622714877987
NR-Aromatase,Chi0v,0.007691858364731788
NR-Aromatase,Chi1,0.00809155836373153
NR-Aromatase,Chi1n,0.008336509032341344
NR-Aromatase,Chi1v,0.010848013892833505
NR-Aromatase,Chi2n,0.008854041610919875
NR-Aromatase,Chi2v,0.010512294109565626
NR-Aromatase,Chi3n,0.009442908511866832
NR-Aromatase,Chi3v,0.012509655935747105
NR-Aromatase,Chi4n,0.00901748197092709
NR-Aromatase,Chi4v,0.011950077744270935
NR-Aromatase,HallKierAlpha,0.0092371065579031
NR-Aromatase,Ipc,0.006766469800680387
NR-Aromatase,Kappa1,0.00805965382662372
NR-Aromatase,Kappa2,0.009658206593491125
NR-Aromatase,Kappa3,0.007290626802315946
NR-Aromatase,LabuteASA,0.00903710424399971
NR-Aromatase,PEOE_VSA1,0.007613399902398183
NR-Aromatase,PEOE_VSA10,0.004736199863174706
NR-Aromatase,PEOE_VSA11,0.002993332547761899
NR-Aromatase,PEOE_VSA12,0.0023033041094560436
NR-Aromatase,PEOE_VSA13,0.0011795240450688024
NR-Aromatase,PEOE_VSA14,0.0019610619375224447
NR-Aromatase,PEOE_VSA2,0.0049615209902161735
NR-Aromatase,PEOE_VSA3,0.00438014292983885
NR-Aromatase,PEOE_VSA4,0.003447667344126209
NR-Aromatase,PEOE_VSA5,0.0001306319350009474
NR-Aromatase,PEOE_VSA6,0.008170807161198146
NR-Aromatase,PEOE_VSA7,0.0098978789343601
NR-Aromatase,PEOE_VSA8,0.007342676502676814
NR-Aromatase,PEOE_VSA9,0.0064590925799232445
NR-Aromatase,SMR_VSA1,0.0053250054304453814
NR-Aromatase,SMR_VSA10,0.005796626496431415
NR-Aromatase,SMR_VSA2,0.004814983060344333
NR-Aromatase,SMR_VSA3,0.008635639435501778
NR-Aromatase,SMR_VSA4,0.0035592108675157118
NR-Aromatase,SMR_VSA5,0.008300188491064836
NR-Aromatase,SMR_VSA6,0.0059155112254251335
NR-Aromatase,SMR_VSA7,0.013993928166206872
NR-Aromatase,SMR_VSA8,0.0
NR-Aromatase,SMR_VSA9,0.005147384111056182
NR-Aromatase,SlogP_VSA1,0.0041496419268616525
NR-Aromatase,SlogP_VSA10,0.003990304556614157
NR-Aromatase,SlogP_VSA11,0.0037847159857592023
NR-Aromatase,SlogP_VSA12,0.001537281446755458
NR-Aromatase,SlogP_VSA2,0.011503799077234969
NR-Aromatase,SlogP_VSA3,0.0057373554582485844
NR-Aromatase,SlogP_VSA4,0.0068525761357415655
NR-Aromatase,SlogP_VSA5,0.006325191319053111
NR-Aromatase,SlogP_VSA6,0.011745200755379428
NR-Aromatase,SlogP_VSA7,0.001356173986012189
NR-Aromatase,SlogP_VSA8,0.0034904034941752554
NR-Aromatase,SlogP_VSA9,0.0
NR-Aromatase,TPSA,0.007905275905242667
NR-Aromatase,EState_VSA1,0.0026417681495517994
NR-Aromatase,EState_VSA10,0.004489402833495535
NR-Aromatase,EState_VSA11,0.0
NR-Aromatase,EState_VSA2,0.009168623074359743
NR-Aromatase,EState_VSA3,0.007218581280055254
NR-Aromatase,EState_VSA4,0.00792470027890686
NR-Aromatase,EState_VSA5,0.009286244586779135
NR-Aromatase,EState_VSA6,0.0054766534756280245
NR-Aromatase,EState_VSA7,0.005637796809039483
NR-Aromatase,EState_VSA8,0.006514187849553746
NR-Aromatase,EState_VSA9,0.006288447129403802
NR-Aromatase,VSA_EState1,0.005623104057084688
NR-Aromatase,VSA_EState10,0.00525854054887328
NR-Aromatase,VSA_EState2,0.009039032911998446
NR-Aromatase,VSA_EState3,0.00814074618229542
NR-Aromatase,VSA_EState4,0.01359049039104838
NR-Aromatase,VSA_EState5,0.0062245851167326656
NR-Aromatase,VSA_EState6,0.007293293222464006
NR-Aromatase,VSA_EState7,0.00974151023663184
NR-Aromatase,VSA_EState8,0.007632705731397011
NR-Aromatase,VSA_EState9,0.005325917390685388
NR-Aromatase,FractionCSP3,0.0063733017963363975
NR-Aromatase,HeavyAtomCount,0.007107913202984169
NR-Aromatase,NHOHCount,0.0038932537548643778
NR-Aromatase,NOCount,0.003087015014135942
NR-Aromatase,NumAliphaticCarbocycles,0.0026618213027494037
NR-Aromatase,NumAliphaticHeterocycles,0.0007507076279779014
NR-Aromatase,NumAliphaticRings,0.002376390143267095
NR-Aromatase,NumAmideBonds,0.001383121359581147
NR-Aromatase,NumAromaticCarbocycles,0.002266366778209224
NR-Aromatase,NumAromaticHeterocycles,0.001911707350587151
NR-Aromatase,NumAromaticRings,0.0037851397183182238
NR-Aromatase,NumAtomStereoCenters,0.001605109465012858
NR-Aromatase,NumBridgeheadAtoms,0.0006863958165094971
NR-Aromatase,NumHAcceptors,0.0037370347963667895
NR-Aromatase,NumHDonors,0.004318928011872821
NR-Aromatase,NumHeteroatoms,0.005314556493101252
NR-Aromatase,NumHeterocycles,0.0015789000453624424
NR-Aromatase,NumRotatableBonds,0.0038381227090160904
NR-Aromatase,NumSaturatedCarbocycles,0.0021295713975944363
NR-Aromatase,NumSaturatedHeterocycles,0.0006849687291459079
NR-Aromatase,NumSaturatedRings,0.0014159603074137069
NR-Aromatase,NumSpiroAtoms,0.0015641171641224928
NR-Aromatase,NumUnspecifiedAtomStereoCenters,0.001185730713915604
NR-Aromatase,Phi,0.009561679052875149
NR-Aromatase,RingCount,0.0025822083440862798
NR-Aromatase,MolLogP,0.010155030610004188
NR-Aromatase,MolMR,0.00826179403747698
NR-Aromatase,fr_Al_COO,0.0003051357587012669
NR-Aromatase,fr_Al_OH,0.0016062257094315367
NR-Aromatase,fr_Al_OH_noTert,0.002221202503959082
NR-Aromatase,fr_ArN,0.0036092229307688865
NR-Aromatase,fr_Ar_COO,0.001465178675317794
NR-Aromatase,fr_Ar_N,0.0058599899486714065
NR-Aromatase,fr_Ar_NH,0.0015754067772798417
NR-Aromatase,fr_Ar_OH,0.004656600036577199
NR-Aromatase,fr_COO,0.0004528791436797789
NR-Aromatase,fr_COO2,0.0004935158640174201
NR-Aromatase,fr_C_O,0.0016937995061705817
NR-Aromatase,fr_C_O_noCOO,0.0018653184903757163
NR-Aromatase,fr_C_S,0.0
NR-Aromatase,fr_HOCCN,0.0
NR-Aromatase,fr_Imine,0.0
NR-Aromatase,fr_NH0,0.003223434757173264
NR-Aromatase,fr_NH1,0.0016873539115976506
NR-Aromatase,fr_NH2,0.003901789544245561
NR-Aromatase,fr_N_O,3.470516837440372e-05
NR-Aromatase,fr_Ndealkylation1,0.00022012908974023744
NR-Aromatase,fr_Ndealkylation2,5.142522533826876e-05
NR-Aromatase,fr_Nhpyrrole,0.002284894082630945
NR-Aromatase,fr_SH,0.0
NR-Aromatase,fr_aldehyde,0.0
NR-Aromatase,fr_alkyl_carbamate,0.0
NR-Aromatase,fr_alkyl_halide,0.0008614698020809417
NR-Aromatase,fr_allylic_oxid,0.009760676361718729
NR-Aromatase,fr_amide,0.0007501014623884874
NR-Aromatase,fr_amidine,6.513562195380387e-05
NR-Aromatase,fr_aniline,0.0024935300142068244
NR-Aromatase,fr_aryl_methyl,0.0009169614733756777
NR-Aromatase,fr_azide,0.0
NR-Aromatase,fr_azo,0.0
NR-Aromatase,fr_barbitur,0.0
NR-Aromatase,fr_benzene,0.0030845954618088523
NR-Aromatase,fr_benzodiazepine,0.0
NR-Aromatase,fr_bicyclic,0.0016209568430087273
NR-Aromatase,fr_diazo,0.0
NR-Aromatase,fr_dihydropyridine,0.0074729115036905516
NR-Aromatase,fr_epoxide,0.0025026105187071174
NR-Aromatase,fr_ester,0.0023822580837323626
NR-Aromatase,fr_ether,0.003571034859885204
NR-Aromatase,fr_furan,0.0
NR-Aromatase,fr_guanido,0.0
NR-Aromatase,fr_halogen,0.0023567645101974237
NR-Aromatase,fr_hdrzine,0.0011909498396037832
NR-Aromatase,fr_hdrzone,0.0
NR-Aromatase,fr_imidazole,0.00046790024858657075
NR-Aromatase,fr_imide,0.0
NR-Aromatase,fr_isocyan,0.0
NR-Aromatase,fr_isothiocyan,0.0
NR-Aromatase,fr_ketone,0.005406245779777929
NR-Aromatase,fr_ketone_Topliss,0.0011037035225260913
NR-Aromatase,fr_lactam,0.0
NR-Aromatase,fr_lactone,0.0011257007717935827
NR-Aromatase,fr_methoxy,0.00500480941938739
NR-Aromatase,fr_morpholine,4.970689306650503e-05
NR-Aromatase,fr_nitrile,0.005841091876042464
NR-Aromatase,fr_nitro,0.0026993927205849737
NR-Aromatase,fr_nitro_arom,0.0039995091177298546
NR-Aromatase,fr_nitro_arom_nonortho,0.0
NR-Aromatase,fr_nitroso,0.0
NR-Aromatase,fr_oxazole,0.0
NR-Aromatase,fr_oxime,3.8568919003701576e-05
NR-Aromatase,fr_para_hydroxylation,0.0031159031674954903
NR-Aromatase,fr_phenol,0.003971141402510476
NR-Aromatase,fr_phenol_noOrthoHbond,0.0058925625304443695
NR-Aromatase,fr_phos_acid,0.0
NR-Aromatase,fr_phos_ester,0.0
NR-Aromatase,fr_piperdine,0.0
NR-Aromatase,fr_piperzine,6.682210482836585e-05
NR-Aromatase,fr_priamide,0.0
NR-Aromatase,fr_prisulfonamd,0.0
NR-Aromatase,fr_pyridine,0.001427888203118509
NR-Aromatase,fr_quatN,0.0
NR-Aromatase,fr_sulfide,0.0
NR-Aromatase,fr_sulfonamd,0.0007563429692329826
NR-Aromatase,fr_sulfone,0.0048152584926441375
NR-Aromatase,fr_term_acetylene,0.0
NR-Aromatase,fr_tetrazole,0.0
NR-Aromatase,fr_thiazole,5.6474208809884736e-05
NR-Aromatase,fr_thiocyan,0.0
NR-Aromatase,fr_thiophene,0.0
NR-Aromatase,fr_unbrch_alkane,0.005855253226180482
NR-Aromatase,fr_urea,0.0
NR-ER,MaxAbsEStateIndex,0.010146463508139905
NR-ER,MaxEStateIndex,0.010275598657201627
NR-ER,MinAbsEStateIndex,0.011642624977392218
NR-ER,MinEStateIndex,0.011590498603478555
NR-ER,qed,0.0126792773901801
NR-ER,SPS,0.009875961602575818
NR-ER,MolWt,0.009865938340164748
NR-ER,HeavyAtomMolWt,0.009091778425819676
NR-ER,ExactMolWt,0.009151914999775508
NR-ER,NumValenceElectrons,0.007531143497393612
NR-ER,NumRadicalElectrons,0.0
NR-ER,MaxPartialCharge,0.009831662825005758
NR-ER,MinPartialCharge,0.012616316879058889
NR-ER,MaxAbsPartialCharge,0.010806848939504085
NR-ER,MinAbsPartialCharge,0.010825642254461032
NR-ER,FpDensityMorgan1,0.010441570790770177
NR-ER,FpDensityMorgan2,0.012864382254772502
NR-ER,FpDensityMorgan3,0.010745795084688202
NR-ER,BCUT2D_MWHI,0.011322632409743091
NR-ER,BCUT2D_MWLOW,0.014551633793492868
NR-ER,BCUT2D_CHGHI,0.011664900714837919
NR-ER,BCUT2D_CHGLO,0.013425772631853258
NR-ER,BCUT2D_LOGPHI,0.010459976809420637
NR-ER,BCUT2D_LOGPLOW,0.01428192451818408
NR-ER,BCUT2D_MRHI,0.014440784401610687
NR-ER,BCUT2D_MRLOW,0.012306368601688555
NR-ER,AvgIpc,0.009278432845771472
NR-ER,BalabanJ,0.010623100915580082
NR-ER,BertzCT,0.009260111663363818
NR-ER,Chi0,0.007477827181132401
NR-ER,Chi0n,0.010262745166773387
NR-ER,Chi0v,0.008755056771710413
NR-ER,Chi1,0.00812752725910177
NR-ER,Chi1n,0.009656448916425898
NR-ER,Chi1v,0.009951143902993634
NR-ER,Chi2n,0.009232616402984836
NR-ER,Chi2v,0.009454014146582257
NR-ER,Chi3n,0.009993865581317906
NR-ER,Chi3v,0.010697749494983035
NR-ER,Chi4n,0.010656488704411243
NR-ER,Chi4v,0.01107224700858581
NR-ER,HallKierAlpha,0.008299495060666885
NR-ER,Ipc,0.008511886754004279
NR-ER,Kappa1,0.00958390979257984
NR-ER,Kappa2,0.011869911378881963
NR-ER,Kappa3,0.011549096782682578
NR-ER,LabuteASA,0.009604629738728644
NR-ER,PEOE_VSA1,0.006136316961280355
NR-ER,PEOE_VSA10,0.005520083862109471
NR-ER,PEOE_VSA11,0.004455047298769652
NR-ER,PEOE_VSA12,0.002188607164084922
NR-ER,PEOE_VSA13,0.002191032337580142
NR-ER,PEOE_VSA14,0.002585772482853642
NR-ER,PEOE_VSA2,0.004513186432053736
NR-ER,PEOE_VSA3,0.0029855097087381813
NR-ER,PEOE_VSA4,0.0016123656770020102
NR-ER,PEOE_VSA5,0.0035545006133390583
NR-ER,PEOE_VSA6,0.0089729707170052
NR-ER,PEOE_VSA7,0.008657864353932301
NR-ER,PEOE_VSA8,0.006521605823460281
NR-ER,PEOE_VSA9,0.006215793124943146
NR-ER,SMR_VSA1,0.00523968219317833
NR-ER,SMR_VSA10,0.005741474821789341
NR-ER,SMR_VSA2,0.000557825986714575
NR-ER,SMR_VSA3,0.003470937190567111
NR-ER,SMR_VSA4,0.002756964435442915
NR-ER,SMR_VSA5,0.006838116606901736
NR-ER,SMR_VSA6,0.00545603214094813
NR-ER,SMR_VSA7,0.006501402189279088
NR-ER,SMR_VSA8,0.0
NR-ER,SMR_VSA9,0.003431473349908962
NR-ER,SlogP_VSA1,0.004638857416378286
NR-ER,SlogP_VSA10,0.003246812004563849
NR-ER,SlogP_VSA11,0.002563637794121332
NR-ER,SlogP_VSA12,0.0027911484476686485
NR-ER,SlogP_VSA2,0.009214694821128421
NR-ER,SlogP_VSA3,0.004536693791805982
NR-ER,SlogP_VSA4,0.005194527862015521
NR-ER,SlogP_VSA5,0.007823899051594741
NR-ER,SlogP_VSA6,0.007291871458260079
NR-ER,SlogP_VSA7,0.0009367258636476255
NR-ER,SlogP_VSA8,0.0030792436153359065
NR-ER,SlogP_VSA9,0.0
NR-ER,TPSA,0.006187973039969082
NR-ER,EState_VSA1,0.004869860030154284
NR-ER,EState_VSA10,0.004009859023891838
NR-ER,EState_VSA11,0.0002630075758563017
NR-ER,EState_VSA2,0.007956934128835849
NR-ER,EState_VSA3,0.006733898515270851
NR-ER,EState_VSA4,0.008903438884330196
NR-ER,EState_VSA5,0.007340323399766834
NR-ER,EState_VSA6,0.008932093915501411
NR-ER,EState_VSA7,0.009094385772930568
NR-ER,EState_VSA8,0.005944712563857588
NR-ER,EState_VSA9,0.006645923357686193
NR-ER,VSA_EState1,0.006809012741741832
NR-ER,VSA_EState10,0.004388220837861761
NR-ER,VSA_EState2,0.008257041524780113
NR-ER,VSA_EState3,0.008275249205919794
NR-ER,VSA_EState4,0.012284391039614803
NR-ER,VSA_EState5,0.01065719316128726
NR-ER,VSA_EState6,0.009099191940173059
NR-ER,VSA_EState7,0.00985141488580692
NR-ER,VSA_EState8,0.010204119109009103
NR-ER,VSA_EState9,0.005649263431133448
NR-ER,FractionCSP3,0.006519071209860826
NR-ER,HeavyAtomCount,0.004472475542647958
NR-ER,NHOHCount,0.002571782313384409
NR-ER,NOCount,0.0034157108923667722
NR-ER,NumAliphaticCarbocycles,0.002930175640639656
NR-ER,NumAliphaticHeterocycles,0.001862993031060913
NR-ER,NumAliphaticRings,0.001992088780242448
NR-ER,NumAmideBonds,0.001371961770570282
NR-ER,NumAromaticCarbocycles,0.0013753296618522041
NR-ER,NumAromaticHeterocycles,0.0007696980598958817
NR-ER,NumAromaticRings,0.001171079292565517
NR-ER,NumAtomStereoCenters,0.003295648280681057
NR-ER,NumBridgeheadAtoms,0.0007328304481503152
NR-ER,NumHAcceptors,0.0033770929179905607
NR-ER,NumHDonors,0.0030752024617763073
NR-ER,NumHeteroatoms,0.004114945237847435
NR-ER,NumHeterocycles,0.0016724062486583365
NR-ER,NumRotatableBonds,0.005290493176514082
NR-ER,NumSaturatedCarbocycles,0.0017078782732674973
NR-ER,NumSaturatedHeterocycles,0.0012912738298959574
NR-ER,NumSaturatedRings,0.001518533963076409
NR-ER,NumSpiroAtoms,0.00038707326816822524
NR-ER,NumUnspecifiedAtomStereoCenters,0.003278504005085552
NR-ER,Phi,0.012456874172204877
NR-ER,RingCount,0.0019895232358129837
NR-ER,MolLogP,0.014527207706759082
NR-ER,MolMR,0.00953453913566448
NR-ER,fr_Al_COO,0.0010794154995778307
NR-ER,fr_Al_OH,0.0017769132093110821
NR-ER,fr_Al_OH_noTert,0.0018438860969183582
NR-ER,fr_ArN,0.0012607879894500553
NR-ER,fr_Ar_COO,0.00048768577772768967
NR-ER,fr_Ar_N,0.0009088812965375035
NR-ER,fr_Ar_NH,0.0014546840367819247
NR-ER,fr_Ar_OH,0.004654028537309039
NR-ER,fr_COO,0.0011157743230452903
NR-ER,fr_COO2,0.001384460919607208
NR-ER,fr_C_O,0.0021615132767453353
NR-ER,fr_C_O_noCOO,0.002385498612650973
NR-ER,fr_C_S,0.0006072737643805731
NR-ER,fr_HOCCN,1.0475026922395346e-05
NR-ER,fr_Imine,0.0006265567813541348
NR-ER,fr_NH0,0.0018890452443242626
NR-ER,fr_NH1,0.0020998069623353534
NR-ER,fr_NH2,0.0009657652673951215
NR-ER,fr_N_O,0.0
NR-ER,fr_Ndealkylation1,0.002034899814756004
NR-ER,fr_Ndealkylation2,0.000566403177835252
NR-ER,fr_Nhpyrrole,0.001965552093074283
NR-ER,fr_SH,0.0
NR-ER,fr_aldehyde,0.003860708675323276
NR-ER,fr_alkyl_carbamate,0.0003455057566924787
NR-ER,fr_alkyl_halide,0.0011696438082445704
NR-ER,fr_allylic_oxid,0.001570377949272396
NR-ER,fr_amide,0.0013438229473346382
NR-ER,fr_amidine,1.1849161094814296e-05
NR-ER,fr_aniline,0.0016183779974096673
NR-ER,fr_aryl_methyl,0.0017553669342911798
NR-ER,fr_azide,0.0015343232074552149
NR-ER,fr_azo,0.0005129618210707403
NR-ER,fr_barbitur,0.0
NR-ER,fr_benzene,0.0016187143330807367
NR-ER,fr_benzodiazepine,0.0
NR-ER,fr_bicyclic,0.005795903756009874
NR-ER,fr_diazo,0.0
NR-ER,fr_dihydropyridine,0.0
NR-ER,fr_epoxide,0.00038135836430191816
NR-ER,fr_ester,0.003051375745572059
NR-ER,fr_ether,0.001634595356317304
NR-ER,fr_furan,2.8218634167613405e-05
NR-ER,fr_guanido,0.0004166326623227068
NR-ER,fr_halogen,0.0017756493570813426
NR-ER,fr_hdrzine,0.0010702902927142073
NR-ER,fr_hdrzone,0.0
NR-ER,fr_imidazole,0.00020445885713486395
NR-ER,fr_imide,1.0146549347963509e-05
NR-ER,fr_isocyan,0.0008897280198492153
NR-ER,fr_isothiocyan,0.0
NR-ER,fr_ketone,0.0012981853472257639
NR-ER,fr_ketone_Topliss,0.0013123061152726608
NR-ER,fr_lactam,0.0002326042666958771
NR-ER,fr_lactone,0.00043683601203059973
NR-ER,fr_methoxy,0.0010458600363752514
NR-ER,fr_morpholine,0.0017736840318902354
NR-ER,fr_nitrile,0.0
NR-ER,fr_nitro,0.0014637697458693062
NR-ER,fr_nitro_arom,0.001283924351124198
NR-ER,fr_nitro_arom_nonortho,0.000914811943438207
NR-ER,fr_nitroso,0.0006823662357333308
NR-ER,fr_oxazole,0.0017206783423187385
NR-ER,fr_oxime,0.000511209819455547
NR-ER,fr_para_hydroxylation,0.002027022142957816
NR-ER,fr_phenol,0.004663843725359559
NR-ER,fr_phenol_noOrthoHbond,0.004184752980365095
NR-ER,fr_phos_acid,0.00026303633130315057
NR-ER,fr_phos_ester,0.00024643936734408916
NR-ER,fr_piperdine,0.0008008864262097685
NR-ER,fr_piperzine,0.0008497008716774324
NR-ER,fr_priamide,0.0007939323125148594
NR-ER,fr_prisulfonamd,0.0
NR-ER,fr_pyridine,0.00040226923815454553
NR-ER,fr_quatN,0.0002314653694846674
NR-ER,fr_sulfide,0.0007534732883204594
NR-ER,fr_sulfonamd,0.0004944662894711387
NR-ER,fr_sulfone,0.00034091723512901824
NR-ER,fr_term_acetylene,0.0013637140889837462
NR-ER,fr_tetrazole,9.469237493405418e-06
NR-ER,fr_thiazole,0.0004813353300227161
NR-ER,fr_thiocyan,0.0
NR-ER,fr_thiophene,0.00029333152181710854
NR-ER,fr_unbrch_alkane,0.0042239519288077175
NR-ER,fr_urea,0.00018214155212807433
NR-ER-LBD,MaxAbsEStateIndex,0.01140409881517452
NR-ER-LBD,MaxEStateIndex,0.010783986270361966
NR-ER-LBD,MinAbsEStateIndex,0.0081683241194642
NR-ER-LBD,MinEStateIndex,0.010198942012079446
NR-ER-LBD,qed,0.009559543785332825
NR-ER-LBD,SPS,0.01059240213551802
NR-ER-LBD,MolWt,0.01008247411192385
NR-ER-LBD,HeavyAtomMolWt,0.009932167910604644
NR-ER-LBD,ExactMolWt,0.010407078930777762
NR-ER-LBD,NumValenceElectrons,0.006596898140115086
NR-ER-LBD,NumRadicalElectrons,0.0
NR-ER-LBD,MaxPartialCharge,0.010255252579431306
NR-ER-LBD,MinPartialCharge,0.008247237279230648
NR-ER-LBD,MaxAbsPartialCharge,0.008461122800062856
NR-ER-LBD,MinAbsPartialCharge,0.009163803863348067
NR-ER-LBD,FpDensityMorgan1,0.007721917316141203
NR-ER-LBD,FpDensityMorgan2,0.00860487041416369
NR-ER-LBD,FpDensityMorgan3,0.010056472045847503
NR-ER-LBD,BCUT2D_MWHI,0.012112501350322066
NR-ER-LBD,BCUT2D_MWLOW,0.020943427923004694
NR-ER-LBD,BCUT2D_CHGHI,0.009892019018496236
NR-ER-LBD,BCUT2D_CHGLO,0.014241610762348618
